Rank,Player,Deck,Record,Card,Count,Main/Side
79,Francesco Recchiuti,Rakdos Sacrifice,4/3/2000,Shatterskull Smashing,3,Main
79,Francesco Recchiuti,Rakdos Sacrifice,4/3/2000,Fabled Passage,4,Main
79,Francesco Recchiuti,Rakdos Sacrifice,4/3/2000,Blightstep Pathway,4,Main
79,Francesco Recchiuti,Rakdos Sacrifice,4/3/2000,Temple of Malice,4,Main
79,Francesco Recchiuti,Rakdos Sacrifice,4/3/2000,Swamp,5,Main
79,Francesco Recchiuti,Rakdos Sacrifice,4/3/2000,Mountain,4,Main
79,Francesco Recchiuti,Rakdos Sacrifice,4/3/2000,Heartless Act,2,Main
79,Francesco Recchiuti,Rakdos Sacrifice,4/3/2000,Agadeem's Awakening,1,Main
79,Francesco Recchiuti,Rakdos Sacrifice,4/3/2000,Robber of the Rich,2,Main
79,Francesco Recchiuti,Rakdos Sacrifice,4/3/2000,The Akroan War,2,Sideboard
79,Francesco Recchiuti,Rakdos Sacrifice,4/3/2000,Duress,4,Sideboard
79,Francesco Recchiuti,Rakdos Sacrifice,4/3/2000,Ox of Agonas,3,Sideboard
79,Francesco Recchiuti,Rakdos Sacrifice,4/3/2000,Heartless Act,1,Sideboard
79,Francesco Recchiuti,Rakdos Sacrifice,4/3/2000,Shredded Sails,1,Sideboard
79,Francesco Recchiuti,Rakdos Sacrifice,4/3/2000,Roiling Vortex,2,Sideboard
79,Francesco Recchiuti,Rakdos Sacrifice,4/3/2000,Bloodchief's Thirst,2,Sideboard
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Omen of the Sea,4,Main
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,"Valki, God of Lies",2,Main
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Negate,1,Main
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Heartless Act,4,Main
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Elspeth's Nightmare,2,Main
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Cultivate,4,Main
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Binding the Old Gods,4,Main
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Shadows' Verdict,3,Main
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Emergent Ultimatum,4,Main
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Alrund's Epiphany,2,Main
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Kiora Bests the Sea God,1,Main
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Disdainful Stroke,1,Main
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Zagoth Triome,4,Main
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Ketria Triome,2,Main
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Barkchannel Pathway,4,Main
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Darkbore Pathway,4,Main
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Clearwater Pathway,4,Main
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Sea Gate Restoration,3,Main
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Wolfwillow Haven,4,Main
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Forest,4,Main
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Island,2,Main
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Jwari Disruption,1,Main
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Fabled Passage,4,Main
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Mazemind Tome,4,Main
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Swamp,4,Main
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Eliminate,2,Main
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Extinction Event,1,Main
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Soul Shatter,1,Main
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,"Yorion, Sky Nomad",1,Sideboard
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Negate,3,Sideboard
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Cling to Dust,2,Sideboard
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Duress,2,Sideboard
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Shark Typhoon,3,Sideboard
80,Thierry Ramboa,Sultai Ultimatum,4/3/2000,Elder Gargaroth,4,Sideboard
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Wolfwillow Haven,4,Main
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Emergent Ultimatum,4,Main
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Cultivate,4,Main
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Shadows' Verdict,4,Main
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Negate,2,Main
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Extinction Event,1,Main
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Jwari Disruption,2,Main
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Heartless Act,4,Main
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Eliminate,2,Main
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,"Vorinclex, Monstrous Raider",1,Main
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,"Valki, God of Lies",2,Main
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Binding the Old Gods,4,Main
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Alrund's Epiphany,2,Main
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Kiora Bests the Sea God,1,Main
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Omen of the Sea,4,Main
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Sea Gate Restoration,2,Main
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Elspeth's Nightmare,2,Main
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Mazemind Tome,3,Main
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Ketria Triome,2,Main
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Zagoth Triome,4,Main
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Fabled Passage,4,Main
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Clearwater Pathway,4,Main
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Barkchannel Pathway,4,Main
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Darkbore Pathway,4,Main
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Island,2,Main
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Swamp,4,Main
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Forest,4,Main
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,"Yorion, Sky Nomad",1,Sideboard
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Duress,4,Sideboard
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Negate,2,Sideboard
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Mystical Dispute,2,Sideboard
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,"Polukranos, Unchained",1,Sideboard
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Cling to Dust,1,Sideboard
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Glimpse of Freedom,1,Sideboard
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Crippling Fear,1,Sideboard
81,Joseph DeJoy,Sultai Ultimatum,4/3/2000,Elder Gargaroth,2,Sideboard
82,Matteo Bruschi,Four-color Control,4/3/2000,"Yorion, Sky Nomad",3,Main
82,Matteo Bruschi,Four-color Control,4/3/2000,Omen of the Sea,4,Main
82,Matteo Bruschi,Four-color Control,4/3/2000,Omen of the Sun,2,Main
82,Matteo Bruschi,Four-color Control,4/3/2000,Archon of Sun's Grace,2,Main
82,Matteo Bruschi,Four-color Control,4/3/2000,Heartless Act,4,Main
82,Matteo Bruschi,Four-color Control,4/3/2000,Golden Egg,2,Main
82,Matteo Bruschi,Four-color Control,4/3/2000,Extinction Event,4,Main
82,Matteo Bruschi,Four-color Control,4/3/2000,Dance of the Manse,2,Main
82,Matteo Bruschi,Four-color Control,4/3/2000,Treacherous Blessing,2,Main
82,Matteo Bruschi,Four-color Control,4/3/2000,Elspeth's Nightmare,4,Main
82,Matteo Bruschi,Four-color Control,4/3/2000,Doom Foretold,4,Main
82,Matteo Bruschi,Four-color Control,4/3/2000,Swamp,2,Main
82,Matteo Bruschi,Four-color Control,4/3/2000,Plains,2,Main
82,Matteo Bruschi,Four-color Control,4/3/2000,Island,2,Main
82,Matteo Bruschi,Four-color Control,4/3/2000,Fabled Passage,4,Main
82,Matteo Bruschi,Four-color Control,4/3/2000,The Raven's Warning,2,Main
82,Matteo Bruschi,Four-color Control,4/3/2000,Forest,1,Main
82,Matteo Bruschi,Four-color Control,4/3/2000,Clearwater Pathway,4,Main
82,Matteo Bruschi,Four-color Control,4/3/2000,Brightclimb Pathway,4,Main
82,Matteo Bruschi,Four-color Control,4/3/2000,Eliminate,3,Main
82,Matteo Bruschi,Four-color Control,4/3/2000,Hengegate Pathway,4,Main
82,Matteo Bruschi,Four-color Control,4/3/2000,Zagoth Triome,4,Main
82,Matteo Bruschi,Four-color Control,4/3/2000,Negate,2,Main
82,Matteo Bruschi,Four-color Control,4/3/2000,Binding the Old Gods,4,Main
82,Matteo Bruschi,Four-color Control,4/3/2000,Indatha Triome,3,Main
82,Matteo Bruschi,Four-color Control,4/3/2000,Branchloft Pathway,2,Main
82,Matteo Bruschi,Four-color Control,4/3/2000,Barkchannel Pathway,2,Main
82,Matteo Bruschi,Four-color Control,4/3/2000,Emeria's Call,2,Main
82,Matteo Bruschi,Four-color Control,4/3/2000,"Yorion, Sky Nomad",1,Sideboard
82,Matteo Bruschi,Four-color Control,4/3/2000,Dance of the Manse,1,Sideboard
82,Matteo Bruschi,Four-color Control,4/3/2000,Mystical Dispute,2,Sideboard
82,Matteo Bruschi,Four-color Control,4/3/2000,Archon of Sun's Grace,1,Sideboard
82,Matteo Bruschi,Four-color Control,4/3/2000,Cling to Dust,2,Sideboard
82,Matteo Bruschi,Four-color Control,4/3/2000,Glass Casket,1,Sideboard
82,Matteo Bruschi,Four-color Control,4/3/2000,Disdainful Stroke,2,Sideboard
82,Matteo Bruschi,Four-color Control,4/3/2000,Negate,2,Sideboard
82,Matteo Bruschi,Four-color Control,4/3/2000,Miscast,1,Sideboard
82,Matteo Bruschi,Four-color Control,4/3/2000,Annul,1,Sideboard
82,Matteo Bruschi,Four-color Control,4/3/2000,Pestilent Haze,1,Sideboard
83,John Boyd,Mono-Green Aggro,4/3/2000,Swarm Shambler,3,Main
83,John Boyd,Mono-Green Aggro,4/3/2000, Snow-Covered Forest,21,Main
83,John Boyd,Mono-Green Aggro,4/3/2000,Scavenging Ooze,2,Main
83,John Boyd,Mono-Green Aggro,4/3/2000,Old-Growth Troll,4,Main
83,John Boyd,Mono-Green Aggro,4/3/2000,Stonecoil Serpent,4,Main
83,John Boyd,Mono-Green Aggro,4/3/2000,Gemrazer,3,Main
83,John Boyd,Mono-Green Aggro,4/3/2000,Questing Beast,3,Main
83,John Boyd,Mono-Green Aggro,4/3/2000,"Vivien, Monsters' Advocate",2,Main
83,John Boyd,Mono-Green Aggro,4/3/2000,"Vorinclex, Monstrous Raider",2,Main
83,John Boyd,Mono-Green Aggro,4/3/2000,The Great Henge,2,Main
83,John Boyd,Mono-Green Aggro,4/3/2000,Blizzard Brawl,4,Main
83,John Boyd,Mono-Green Aggro,4/3/2000,Lovestruck Beast,4,Main
83,John Boyd,Mono-Green Aggro,4/3/2000,Castle Garenbrig,4,Main
83,John Boyd,Mono-Green Aggro,4/3/2000,Wildborn Preserver,2,Main
83,John Boyd,Mono-Green Aggro,4/3/2000,Chainweb Aracnir,2,Sideboard
83,John Boyd,Mono-Green Aggro,4/3/2000,Snakeskin Veil,2,Sideboard
83,John Boyd,Mono-Green Aggro,4/3/2000,Garruk's Harbinger,3,Sideboard
83,John Boyd,Mono-Green Aggro,4/3/2000,The Great Henge,1,Sideboard
83,John Boyd,Mono-Green Aggro,4/3/2000,Scavenging Ooze,1,Sideboard
83,John Boyd,Mono-Green Aggro,4/3/2000,Wilt,2,Sideboard
83,John Boyd,Mono-Green Aggro,4/3/2000,Elder Gargaroth,2,Sideboard
83,John Boyd,Mono-Green Aggro,4/3/2000,"Toski, Bearer of Secrets",2,Sideboard
84,Max Dore,Rakdos Sacrifice,4/3/2000,Blightstep Pathway,4,Main
84,Max Dore,Rakdos Sacrifice,4/3/2000,Bonecrusher Giant,3,Main
84,Max Dore,Rakdos Sacrifice,4/3/2000,Castle Locthwain,2,Main
84,Max Dore,Rakdos Sacrifice,4/3/2000,Claim the Firstborn,4,Main
84,Max Dore,Rakdos Sacrifice,4/3/2000,"Egon, God of Death",1,Main
84,Max Dore,Rakdos Sacrifice,4/3/2000,Fabled Passage,4,Main
84,Max Dore,Rakdos Sacrifice,4/3/2000,Heartless Act,2,Main
84,Max Dore,Rakdos Sacrifice,4/3/2000,"Kroxa, Titan of Death's Hunger",3,Main
84,Max Dore,Rakdos Sacrifice,4/3/2000,Mountain,4,Main
84,Max Dore,Rakdos Sacrifice,4/3/2000,Ox of Agonas,1,Main
84,Max Dore,Rakdos Sacrifice,4/3/2000,"Rankle, Master of Pranks",3,Main
84,Max Dore,Rakdos Sacrifice,4/3/2000,Savai Triome,2,Main
84,Max Dore,Rakdos Sacrifice,4/3/2000,Shatterskull Smashing,4,Main
84,Max Dore,Rakdos Sacrifice,4/3/2000,Shredded Sails,1,Main
84,Max Dore,Rakdos Sacrifice,4/3/2000,Swamp,6,Main
84,Max Dore,Rakdos Sacrifice,4/3/2000,The Akroan War,3,Main
84,Max Dore,Rakdos Sacrifice,4/3/2000,Village Rites,4,Main
84,Max Dore,Rakdos Sacrifice,4/3/2000,Woe Strider,4,Main
84,Max Dore,Rakdos Sacrifice,4/3/2000,"Valki, God of Lies",2,Main
84,Max Dore,Rakdos Sacrifice,4/3/2000,Tymaret Calls the Dead,2,Main
84,Max Dore,Rakdos Sacrifice,4/3/2000,Bloodchief's Thirst,1,Main
84,Max Dore,Rakdos Sacrifice,4/3/2000,Agonizing Remorse,2,Sideboard
84,Max Dore,Rakdos Sacrifice,4/3/2000,Embereth Shieldbreaker,1,Sideboard
84,Max Dore,Rakdos Sacrifice,4/3/2000,Duress,2,Sideboard
84,Max Dore,Rakdos Sacrifice,4/3/2000,Eat to Extinction,2,Sideboard
84,Max Dore,Rakdos Sacrifice,4/3/2000,"Liliana, Waker of the Dead",2,Sideboard
84,Max Dore,Rakdos Sacrifice,4/3/2000,Ox of Agonas,1,Sideboard
84,Max Dore,Rakdos Sacrifice,4/3/2000,Robber of the Rich,4,Sideboard
84,Max Dore,Rakdos Sacrifice,4/3/2000,Shredded Sails,1,Sideboard
85,Kyle Lewis,Gruul Adventures,4/3/2000,Bonecrusher Giant,4,Main
85,Kyle Lewis,Gruul Adventures,4/3/2000,Forest,8,Main
85,Kyle Lewis,Gruul Adventures,4/3/2000,Edgewall Innkeeper,4,Main
85,Kyle Lewis,Gruul Adventures,4/3/2000,Mountain,5,Main
85,Kyle Lewis,Gruul Adventures,4/3/2000,Lovestruck Beast,4,Main
85,Kyle Lewis,Gruul Adventures,4/3/2000,Brushfire Elemental,4,Main
85,Kyle Lewis,Gruul Adventures,4/3/2000,Kazandu Mammoth,4,Main
85,Kyle Lewis,Gruul Adventures,4/3/2000,Questing Beast,2,Main
85,Kyle Lewis,Gruul Adventures,4/3/2000,Scavenging Ooze,2,Main
85,Kyle Lewis,Gruul Adventures,4/3/2000,Embercleave,4,Main
85,Kyle Lewis,Gruul Adventures,4/3/2000,The Great Henge,1,Main
85,Kyle Lewis,Gruul Adventures,4/3/2000,Shatterskull Smashing,4,Main
85,Kyle Lewis,Gruul Adventures,4/3/2000,Goldspan Dragon,4,Main
85,Kyle Lewis,Gruul Adventures,4/3/2000,Fabled Passage,4,Main
85,Kyle Lewis,Gruul Adventures,4/3/2000,Cragcrown Pathway,4,Main
85,Kyle Lewis,Gruul Adventures,4/3/2000,Snakeskin Veil,2,Main
85,Kyle Lewis,Gruul Adventures,4/3/2000,Soul Sear,3,Sideboard
85,Kyle Lewis,Gruul Adventures,4/3/2000,Wilt,3,Sideboard
85,Kyle Lewis,Gruul Adventures,4/3/2000,Scorching Dragonfire,4,Sideboard
85,Kyle Lewis,Gruul Adventures,4/3/2000,Ox of Agonas,2,Sideboard
85,Kyle Lewis,Gruul Adventures,4/3/2000,"Klothys, God of Destiny",2,Sideboard
85,Kyle Lewis,Gruul Adventures,4/3/2000,The Great Henge,1,Sideboard
86,Francisco Sanchez,Naya Adventures,4/3/2000,Needleverge Pathway,4,Main
86,Francisco Sanchez,Naya Adventures,4/3/2000,Lovestruck Beast,4,Main
86,Francisco Sanchez,Naya Adventures,4/3/2000,Sejiri Shelter,4,Main
86,Francisco Sanchez,Naya Adventures,4/3/2000,Unleash Fury,4,Main
86,Francisco Sanchez,Naya Adventures,4/3/2000,Plains,2,Main
86,Francisco Sanchez,Naya Adventures,4/3/2000,Fabled Passage,2,Main
86,Francisco Sanchez,Naya Adventures,4/3/2000,Bonecrusher Giant,4,Main
86,Francisco Sanchez,Naya Adventures,4/3/2000,Mountain,2,Main
86,Francisco Sanchez,Naya Adventures,4/3/2000,Kazuul's Fury,4,Main
86,Francisco Sanchez,Naya Adventures,4/3/2000,Showdown of the Skalds,4,Main
86,Francisco Sanchez,Naya Adventures,4/3/2000,Giant Killer,4,Main
86,Francisco Sanchez,Naya Adventures,4/3/2000,Forest,2,Main
86,Francisco Sanchez,Naya Adventures,4/3/2000,Goldspan Dragon,4,Main
86,Francisco Sanchez,Naya Adventures,4/3/2000,Edgewall Innkeeper,4,Main
86,Francisco Sanchez,Naya Adventures,4/3/2000,Cragcrown Pathway,4,Main
86,Francisco Sanchez,Naya Adventures,4/3/2000,Branchloft Pathway,4,Main
86,Francisco Sanchez,Naya Adventures,4/3/2000,Shepherd of the Flock,4,Main
86,Francisco Sanchez,Naya Adventures,4/3/2000,Archon of Absolution,4,Sideboard
86,Francisco Sanchez,Naya Adventures,4/3/2000,Fire Prophecy,3,Sideboard
86,Francisco Sanchez,Naya Adventures,4/3/2000,The Akroan War,2,Sideboard
86,Francisco Sanchez,Naya Adventures,4/3/2000,Embereth Shieldbreaker,2,Sideboard
86,Francisco Sanchez,Naya Adventures,4/3/2000,Ox of Agonas,2,Sideboard
86,Francisco Sanchez,Naya Adventures,4/3/2000,Redcap Melee,2,Sideboard
87,Admassu Williams,Naya Adventures,4/3/2000,Giant Killer,4,Main
87,Admassu Williams,Naya Adventures,4/3/2000,Shepherd of the Flock,4,Main
87,Admassu Williams,Naya Adventures,4/3/2000,Bonecrusher Giant,4,Main
87,Admassu Williams,Naya Adventures,4/3/2000,Edgewall Innkeeper,4,Main
87,Admassu Williams,Naya Adventures,4/3/2000,Lovestruck Beast,4,Main
87,Admassu Williams,Naya Adventures,4/3/2000,Unleash Fury,4,Main
87,Admassu Williams,Naya Adventures,4/3/2000,Fabled Passage,3,Main
87,Admassu Williams,Naya Adventures,4/3/2000,Sejiri Shelter,4,Main
87,Admassu Williams,Naya Adventures,4/3/2000,Kazuul's Fury,4,Main
87,Admassu Williams,Naya Adventures,4/3/2000,Branchloft Pathway,4,Main
87,Admassu Williams,Naya Adventures,4/3/2000,Cragcrown Pathway,4,Main
87,Admassu Williams,Naya Adventures,4/3/2000,Needleverge Pathway,4,Main
87,Admassu Williams,Naya Adventures,4/3/2000,Goldspan Dragon,4,Main
87,Admassu Williams,Naya Adventures,4/3/2000,Showdown of the Skalds,4,Main
87,Admassu Williams,Naya Adventures,4/3/2000,Forest,2,Main
87,Admassu Williams,Naya Adventures,4/3/2000,Mountain,2,Main
87,Admassu Williams,Naya Adventures,4/3/2000,Plains,1,Main
87,Admassu Williams,Naya Adventures,4/3/2000,Archon of Absolution,3,Sideboard
87,Admassu Williams,Naya Adventures,4/3/2000,Phoenix of Ash,2,Sideboard
87,Admassu Williams,Naya Adventures,4/3/2000,Fire Prophecy,3,Sideboard
87,Admassu Williams,Naya Adventures,4/3/2000,Roiling Vortex,2,Sideboard
87,Admassu Williams,Naya Adventures,4/3/2000,The Akroan War,1,Sideboard
87,Admassu Williams,Naya Adventures,4/3/2000,Redcap Melee,3,Sideboard
87,Admassu Williams,Naya Adventures,4/3/2000,Ox of Agonas,1,Sideboard
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,Archon of Sun's Grace,3,Main
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,Emeria's Call,3,Main
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,Extinction Event,4,Main
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,Dance of the Manse,2,Main
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,Negate,3,Main
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,Heartless Act,3,Main
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,Eliminate,4,Main
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,Elspeth Conquers Death,4,Main
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,Doom Foretold,4,Main
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,Elspeth's Nightmare,3,Main
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,Omen of the Sun,2,Main
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,The Raven's Warning,2,Main
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,Treacherous Blessing,2,Main
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,Omen of the Sea,4,Main
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,Fabled Passage,4,Main
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,Hengegate Pathway,4,Main
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,Brightclimb Pathway,4,Main
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,Swamp,4,Main
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,Clearwater Pathway,4,Main
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,Temple of Silence,2,Main
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,Plains,4,Main
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,Island,4,Main
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,Temple of Deceit,2,Main
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,Shadows' Verdict,2,Main
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,"Yorion, Sky Nomad",3,Main
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,Glass Casket,3,Sideboard
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,Cling to Dust,2,Sideboard
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,Mystical Dispute,3,Sideboard
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,Shark Typhoon,3,Sideboard
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,Dance of the Manse,1,Sideboard
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,"Yorion, Sky Nomad",1,Sideboard
88,Maxence Pougnard,Esper Doom Foretold,4/3/2000,Disdainful Stroke,2,Sideboard
89,changsu kou,Naya Adventures,4/3/2000,Giant Killer,4,Main
89,changsu kou,Naya Adventures,4/3/2000,Mountain,2,Main
89,changsu kou,Naya Adventures,4/3/2000,Sejiri Shelter,4,Main
89,changsu kou,Naya Adventures,4/3/2000,Shepherd of the Flock,4,Main
89,changsu kou,Naya Adventures,4/3/2000,Unleash Fury,4,Main
89,changsu kou,Naya Adventures,4/3/2000,Plains,2,Main
89,changsu kou,Naya Adventures,4/3/2000,Kazuul's Fury,4,Main
89,changsu kou,Naya Adventures,4/3/2000,Bonecrusher Giant,4,Main
89,changsu kou,Naya Adventures,4/3/2000,Goldspan Dragon,4,Main
89,changsu kou,Naya Adventures,4/3/2000,Edgewall Innkeeper,4,Main
89,changsu kou,Naya Adventures,4/3/2000,Forest,2,Main
89,changsu kou,Naya Adventures,4/3/2000,Lovestruck Beast,4,Main
89,changsu kou,Naya Adventures,4/3/2000,Needleverge Pathway,4,Main
89,changsu kou,Naya Adventures,4/3/2000,Showdown of the Skalds,4,Main
89,changsu kou,Naya Adventures,4/3/2000,Branchloft Pathway,4,Main
89,changsu kou,Naya Adventures,4/3/2000,Cragcrown Pathway,4,Main
89,changsu kou,Naya Adventures,4/3/2000,Fabled Passage,2,Main
89,changsu kou,Naya Adventures,4/3/2000,Embereth Shieldbreaker,2,Sideboard
89,changsu kou,Naya Adventures,4/3/2000,Fire Prophecy,4,Sideboard
89,changsu kou,Naya Adventures,4/3/2000,The Akroan War,2,Sideboard
89,changsu kou,Naya Adventures,4/3/2000,Ox of Agonas,3,Sideboard
89,changsu kou,Naya Adventures,4/3/2000,Archon of Absolution,4,Sideboard
90,Michael Shank,Mono-White Aggro,4/3/2000,Alseid of Life's Bounty,4,Main
90,Michael Shank,Mono-White Aggro,4/3/2000,Giant Killer,2,Main
90,Michael Shank,Mono-White Aggro,4/3/2000,"Halvar, God of Battle",3,Main
90,Michael Shank,Mono-White Aggro,4/3/2000,Luminarch Aspirant,4,Main
90,Michael Shank,Mono-White Aggro,4/3/2000,Seasoned Hallowblade,4,Main
90,Michael Shank,Mono-White Aggro,4/3/2000,Selfless Savior,4,Main
90,Michael Shank,Mono-White Aggro,4/3/2000,Skyclave Apparition,4,Main
90,Michael Shank,Mono-White Aggro,4/3/2000,Usher of the Fallen,4,Main
90,Michael Shank,Mono-White Aggro,4/3/2000,Maul of the Skyclaves,3,Main
90,Michael Shank,Mono-White Aggro,4/3/2000,Faceless Haven,4,Main
90,Michael Shank,Mono-White Aggro,4/3/2000, Snow-Covered Plains,19,Main
90,Michael Shank,Mono-White Aggro,4/3/2000,"Reidane, God of the Worthy",2,Main
90,Michael Shank,Mono-White Aggro,4/3/2000,Sentinel's Eyes,2,Main
90,Michael Shank,Mono-White Aggro,4/3/2000,Legion Angel,1,Main
90,Michael Shank,Mono-White Aggro,4/3/2000,Drannith Magistrate,2,Sideboard
90,Michael Shank,Mono-White Aggro,4/3/2000,Legion Angel,3,Sideboard
90,Michael Shank,Mono-White Aggro,4/3/2000,Shadowspear,1,Sideboard
90,Michael Shank,Mono-White Aggro,4/3/2000,Glass Casket,3,Sideboard
90,Michael Shank,Mono-White Aggro,4/3/2000,"Reidane, God of the Worthy",1,Sideboard
90,Michael Shank,Mono-White Aggro,4/3/2000,Giant Killer,1,Sideboard
90,Michael Shank,Mono-White Aggro,4/3/2000,Basri Ket,1,Sideboard
90,Michael Shank,Mono-White Aggro,4/3/2000,Heliod's Intervention,1,Sideboard
90,Michael Shank,Mono-White Aggro,4/3/2000,Lurrus of the Dream-Den,1,Sideboard
90,Michael Shank,Mono-White Aggro,4/3/2000,Baneslayer Angel,1,Sideboard
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Eliminate,3,Main
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Swamp,4,Main
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Heartless Act,3,Main
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,"Valki, God of Lies",2,Main
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Negate,2,Main
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Shadows' Verdict,3,Main
91,Guilherme Telles,Sultai Ultimatum,4/3/2000,Forest,4,Main
