Rank,Player,Deck,Record,Card,Count,Main/Side
13,hironori tanaka,Sultai Ultimatum,7/2/2000,Mazemind Tome,3,Main
13,hironori tanaka,Sultai Ultimatum,7/2/2000,Swamp,3,Main
13,hironori tanaka,Sultai Ultimatum,7/2/2000,Eliminate,1,Main
13,hironori tanaka,Sultai Ultimatum,7/2/2000,Extinction Event,2,Main
13,hironori tanaka,Sultai Ultimatum,7/2/2000,Shark Typhoon,2,Main
13,hironori tanaka,Sultai Ultimatum,7/2/2000,Erebos's Intervention,1,Main
13,hironori tanaka,Sultai Ultimatum,7/2/2000,"Yorion, Sky Nomad",1,Main
13,hironori tanaka,Sultai Ultimatum,7/2/2000,"Yorion, Sky Nomad",1,Sideboard
13,hironori tanaka,Sultai Ultimatum,7/2/2000,Glimpse of Freedom,1,Sideboard
13,hironori tanaka,Sultai Ultimatum,7/2/2000,"Koma, Cosmos Serpent",2,Sideboard
13,hironori tanaka,Sultai Ultimatum,7/2/2000,Shadows' Verdict,1,Sideboard
13,hironori tanaka,Sultai Ultimatum,7/2/2000,Duress,2,Sideboard
13,hironori tanaka,Sultai Ultimatum,7/2/2000,Mystical Dispute,3,Sideboard
13,hironori tanaka,Sultai Ultimatum,7/2/2000,Elder Gargaroth,2,Sideboard
13,hironori tanaka,Sultai Ultimatum,7/2/2000,Soul Shatter,1,Sideboard
13,hironori tanaka,Sultai Ultimatum,7/2/2000,Elspeth's Nightmare,1,Sideboard
13,hironori tanaka,Sultai Ultimatum,7/2/2000,"Polukranos, Unchained",1,Sideboard
14,Garrison Fogt,Four-color Cycling,7/2/2000,Drannith Stinger,4,Main
14,Garrison Fogt,Four-color Cycling,7/2/2000,Flourishing Fox,4,Main
14,Garrison Fogt,Four-color Cycling,7/2/2000,Drannith Healer,4,Main
14,Garrison Fogt,Four-color Cycling,7/2/2000,Valiant Rescuer,4,Main
14,Garrison Fogt,Four-color Cycling,7/2/2000,Boon of the Wish-Giver,3,Main
14,Garrison Fogt,Four-color Cycling,7/2/2000,Go for Blood,4,Main
14,Garrison Fogt,Four-color Cycling,7/2/2000,Memory Leak,4,Main
14,Garrison Fogt,Four-color Cycling,7/2/2000,Frostveil Ambush,3,Main
14,Garrison Fogt,Four-color Cycling,7/2/2000,Startling Development,4,Main
14,Garrison Fogt,Four-color Cycling,7/2/2000,Zenith Flare,4,Main
14,Garrison Fogt,Four-color Cycling,7/2/2000,Improbable Alliance,3,Main
14,Garrison Fogt,Four-color Cycling,7/2/2000,Brightclimb Pathway,2,Main
14,Garrison Fogt,Four-color Cycling,7/2/2000,Raugrin Triome,3,Main
14,Garrison Fogt,Four-color Cycling,7/2/2000,Needleverge Pathway,4,Main
14,Garrison Fogt,Four-color Cycling,7/2/2000,Blightstep Pathway,1,Main
14,Garrison Fogt,Four-color Cycling,7/2/2000,Clearwater Pathway,1,Main
14,Garrison Fogt,Four-color Cycling,7/2/2000,Hengegate Pathway,4,Main
14,Garrison Fogt,Four-color Cycling,7/2/2000,Riverglide Pathway,4,Main
14,Garrison Fogt,Four-color Cycling,7/2/2000,Shatter the Sky,3,Sideboard
14,Garrison Fogt,Four-color Cycling,7/2/2000,Roiling Vortex,2,Sideboard
14,Garrison Fogt,Four-color Cycling,7/2/2000,Redcap Melee,3,Sideboard
14,Garrison Fogt,Four-color Cycling,7/2/2000,Shredded Sails,2,Sideboard
14,Garrison Fogt,Four-color Cycling,7/2/2000,Lurrus of the Dream-Den,1,Sideboard
14,Garrison Fogt,Four-color Cycling,7/2/2000,Negate,2,Sideboard
14,Garrison Fogt,Four-color Cycling,7/2/2000,Mystical Dispute,2,Sideboard
15,Kazune Kosaka,Naya Adventures,7/2/2000,Giant Killer,3,Main
15,Kazune Kosaka,Naya Adventures,7/2/2000,Shepherd of the Flock,4,Main
15,Kazune Kosaka,Naya Adventures,7/2/2000,Bonecrusher Giant,4,Main
15,Kazune Kosaka,Naya Adventures,7/2/2000,Edgewall Innkeeper,4,Main
15,Kazune Kosaka,Naya Adventures,7/2/2000,Lovestruck Beast,4,Main
15,Kazune Kosaka,Naya Adventures,7/2/2000,Fabled Passage,4,Main
15,Kazune Kosaka,Naya Adventures,7/2/2000,Sejiri Shelter,4,Main
15,Kazune Kosaka,Naya Adventures,7/2/2000,Kazuul's Fury,4,Main
15,Kazune Kosaka,Naya Adventures,7/2/2000,Branchloft Pathway,4,Main
15,Kazune Kosaka,Naya Adventures,7/2/2000,Cragcrown Pathway,4,Main
15,Kazune Kosaka,Naya Adventures,7/2/2000,Needleverge Pathway,4,Main
15,Kazune Kosaka,Naya Adventures,7/2/2000,Unleash Fury,4,Main
15,Kazune Kosaka,Naya Adventures,7/2/2000,Showdown of the Skalds,4,Main
15,Kazune Kosaka,Naya Adventures,7/2/2000,Forest,2,Main
15,Kazune Kosaka,Naya Adventures,7/2/2000,Mountain,2,Main
15,Kazune Kosaka,Naya Adventures,7/2/2000,Plains,1,Main
15,Kazune Kosaka,Naya Adventures,7/2/2000,Goldspan Dragon,4,Main
15,Kazune Kosaka,Naya Adventures,7/2/2000,Archon of Absolution,2,Sideboard
15,Kazune Kosaka,Naya Adventures,7/2/2000,Roiling Vortex,2,Sideboard
15,Kazune Kosaka,Naya Adventures,7/2/2000,Redcap Melee,2,Sideboard
15,Kazune Kosaka,Naya Adventures,7/2/2000,The Akroan War,3,Sideboard
15,Kazune Kosaka,Naya Adventures,7/2/2000,Ox of Agonas,2,Sideboard
15,Kazune Kosaka,Naya Adventures,7/2/2000,Fire Prophecy,3,Sideboard
15,Kazune Kosaka,Naya Adventures,7/2/2000,Giant Killer,1,Sideboard
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,"Valki, God of Lies",2,Main
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Mazemind Tome,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,"Vorinclex, Monstrous Raider",1,Main
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Negate,2,Main
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Jwari Disruption,2,Main
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Heartless Act,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Eliminate,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Extinction Event,2,Main
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Sea Gate Restoration,2,Main
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Alrund's Epiphany,2,Main
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Shadows' Verdict,2,Main
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Cultivate,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Emergent Ultimatum,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Kiora Bests the Sea God,1,Main
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Wolfwillow Haven,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Omen of the Sea,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Binding the Old Gods,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Island,2,Main
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Ketria Triome,2,Main
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Barkchannel Pathway,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Darkbore Pathway,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Forest,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Swamp,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Clearwater Pathway,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Fabled Passage,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Zagoth Triome,4,Main
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Shadows' Verdict,1,Sideboard
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,"Yorion, Sky Nomad",1,Sideboard
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,"Koma, Cosmos Serpent",1,Sideboard
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Cling to Dust,1,Sideboard
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Duress,2,Sideboard
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Crippling Fear,2,Sideboard
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Elder Gargaroth,2,Sideboard
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Glimpse of Freedom,2,Sideboard
16,Lorenzo Pollone,Sultai Ultimatum,7/2/2000,Mystical Dispute,3,Sideboard
17,Barry Riddell,Mono-Red Aggro,7/2/2000,Fervent Champion,4,Main
17,Barry Riddell,Mono-Red Aggro,7/2/2000,Rimrock Knight,2,Main
17,Barry Riddell,Mono-Red Aggro,7/2/2000,Frost Bite,3,Main
17,Barry Riddell,Mono-Red Aggro,7/2/2000,Robber of the Rich,4,Main
17,Barry Riddell,Mono-Red Aggro,7/2/2000,Bonecrusher Giant,4,Main
17,Barry Riddell,Mono-Red Aggro,7/2/2000,"Anax, Hardened in the Forge",4,Main
17,Barry Riddell,Mono-Red Aggro,7/2/2000,Embercleave,3,Main
17,Barry Riddell,Mono-Red Aggro,7/2/2000,Faceless Haven,4,Main
17,Barry Riddell,Mono-Red Aggro,7/2/2000, Snow-Covered Mountain,20,Main
17,Barry Riddell,Mono-Red Aggro,7/2/2000,"Torbran, Thane of Red Fell",2,Main
17,Barry Riddell,Mono-Red Aggro,7/2/2000,Shatterskull Smashing,1,Main
17,Barry Riddell,Mono-Red Aggro,7/2/2000,Castle Embereth,1,Main
17,Barry Riddell,Mono-Red Aggro,7/2/2000,Goldspan Dragon,2,Main
17,Barry Riddell,Mono-Red Aggro,7/2/2000,Fireblade Charger,3,Main
17,Barry Riddell,Mono-Red Aggro,7/2/2000,The Akroan War,1,Main
17,Barry Riddell,Mono-Red Aggro,7/2/2000,Dragonkin Berserker,2,Main
17,Barry Riddell,Mono-Red Aggro,7/2/2000,Redcap Melee,2,Sideboard
17,Barry Riddell,Mono-Red Aggro,7/2/2000,Roiling Vortex,2,Sideboard
17,Barry Riddell,Mono-Red Aggro,7/2/2000,Embereth Paladin,1,Sideboard
17,Barry Riddell,Mono-Red Aggro,7/2/2000,Frost Bite,1,Sideboard
17,Barry Riddell,Mono-Red Aggro,7/2/2000,Embereth Shieldbreaker,2,Sideboard
17,Barry Riddell,Mono-Red Aggro,7/2/2000,Soul Sear,3,Sideboard
17,Barry Riddell,Mono-Red Aggro,7/2/2000,The Akroan War,1,Sideboard
17,Barry Riddell,Mono-Red Aggro,7/2/2000,Roil Eruption,3,Sideboard
18,M. Kraus,Naya Adventures,7/2/2000,Bonecrusher Giant,4,Main
18,M. Kraus,Naya Adventures,7/2/2000,Branchloft Pathway,4,Main
18,M. Kraus,Naya Adventures,7/2/2000,Brushfire Elemental,4,Main
18,M. Kraus,Naya Adventures,7/2/2000,Cragcrown Pathway,4,Main
18,M. Kraus,Naya Adventures,7/2/2000,Edgewall Innkeeper,4,Main
18,M. Kraus,Naya Adventures,7/2/2000,Embercleave,3,Main
18,M. Kraus,Naya Adventures,7/2/2000,Fabled Passage,4,Main
18,M. Kraus,Naya Adventures,7/2/2000,Forest,4,Main
18,M. Kraus,Naya Adventures,7/2/2000,Giant Killer,2,Main
18,M. Kraus,Naya Adventures,7/2/2000,Questing Beast,2,Main
18,M. Kraus,Naya Adventures,7/2/2000,Kazandu Mammoth,4,Main
18,M. Kraus,Naya Adventures,7/2/2000,Arni Brokenbrow,1,Main
18,M. Kraus,Naya Adventures,7/2/2000,Lovestruck Beast,4,Main
18,M. Kraus,Naya Adventures,7/2/2000,Mountain,2,Main
18,M. Kraus,Naya Adventures,7/2/2000,Needleverge Pathway,3,Main
18,M. Kraus,Naya Adventures,7/2/2000,Plains,1,Main
18,M. Kraus,Naya Adventures,7/2/2000,Shatterskull Smashing,3,Main
18,M. Kraus,Naya Adventures,7/2/2000,Showdown of the Skalds,3,Main
18,M. Kraus,Naya Adventures,7/2/2000,Temple of Plenty,1,Main
18,M. Kraus,Naya Adventures,7/2/2000,The Great Henge,1,Main
18,M. Kraus,Naya Adventures,7/2/2000,Goldspan Dragon,2,Main
18,M. Kraus,Naya Adventures,7/2/2000,Fire Prophecy,4,Sideboard
18,M. Kraus,Naya Adventures,7/2/2000,"Klothys, God of Destiny",1,Sideboard
18,M. Kraus,Naya Adventures,7/2/2000,Masked Vandal,2,Sideboard
18,M. Kraus,Naya Adventures,7/2/2000,Ox of Agonas,2,Sideboard
18,M. Kraus,Naya Adventures,7/2/2000,The Akroan War,2,Sideboard
18,M. Kraus,Naya Adventures,7/2/2000,Giant Killer,1,Sideboard
18,M. Kraus,Naya Adventures,7/2/2000,Scavenging Ooze,1,Sideboard
18,M. Kraus,Naya Adventures,7/2/2000,Snakeskin Veil,2,Sideboard
19,NamelessThing,Naya Adventures,7/2/2000,Needleverge Pathway,4,Main
19,NamelessThing,Naya Adventures,7/2/2000,Lovestruck Beast,4,Main
19,NamelessThing,Naya Adventures,7/2/2000,Sejiri Shelter,4,Main
19,NamelessThing,Naya Adventures,7/2/2000,Unleash Fury,3,Main
19,NamelessThing,Naya Adventures,7/2/2000,The Akroan War,2,Main
19,NamelessThing,Naya Adventures,7/2/2000,Fabled Passage,3,Main
19,NamelessThing,Naya Adventures,7/2/2000,Bonecrusher Giant,4,Main
19,NamelessThing,Naya Adventures,7/2/2000,Kazuul's Fury,4,Main
19,NamelessThing,Naya Adventures,7/2/2000,Showdown of the Skalds,4,Main
19,NamelessThing,Naya Adventures,7/2/2000,Giant Killer,4,Main
19,NamelessThing,Naya Adventures,7/2/2000,Goldspan Dragon,4,Main
19,NamelessThing,Naya Adventures,7/2/2000,Edgewall Innkeeper,4,Main
19,NamelessThing,Naya Adventures,7/2/2000,Cragcrown Pathway,4,Main
19,NamelessThing,Naya Adventures,7/2/2000,Branchloft Pathway,4,Main
19,NamelessThing,Naya Adventures,7/2/2000,Shepherd of the Flock,3,Main
19,NamelessThing,Naya Adventures,7/2/2000,Plains,1,Main
19,NamelessThing,Naya Adventures,7/2/2000,Mountain,2,Main
19,NamelessThing,Naya Adventures,7/2/2000,Forest,2,Main
19,NamelessThing,Naya Adventures,7/2/2000,Archon of Absolution,3,Sideboard
19,NamelessThing,Naya Adventures,7/2/2000,Redcap Melee,1,Sideboard
19,NamelessThing,Naya Adventures,7/2/2000,Phoenix of Ash,2,Sideboard
19,NamelessThing,Naya Adventures,7/2/2000,Fire Prophecy,4,Sideboard
19,NamelessThing,Naya Adventures,7/2/2000,Roiling Vortex,2,Sideboard
19,NamelessThing,Naya Adventures,7/2/2000,Embereth Shieldbreaker,1,Sideboard
19,NamelessThing,Naya Adventures,7/2/2000,"Reidane, God of the Worthy",2,Sideboard
20,Tyler Heule,Mono-Red Aggro,7/2/2000,Bonecrusher Giant,4,Main
20,Tyler Heule,Mono-Red Aggro,7/2/2000,Embercleave,3,Main
20,Tyler Heule,Mono-Red Aggro,7/2/2000,Fervent Champion,4,Main
20,Tyler Heule,Mono-Red Aggro,7/2/2000,Rimrock Knight,3,Main
20,Tyler Heule,Mono-Red Aggro,7/2/2000,Robber of the Rich,4,Main
20,Tyler Heule,Mono-Red Aggro,7/2/2000,"Torbran, Thane of Red Fell",2,Main
20,Tyler Heule,Mono-Red Aggro,7/2/2000,"Anax, Hardened in the Forge",4,Main
20,Tyler Heule,Mono-Red Aggro,7/2/2000,Fireblade Charger,3,Main
20,Tyler Heule,Mono-Red Aggro,7/2/2000,Frost Bite,3,Main
20,Tyler Heule,Mono-Red Aggro,7/2/2000,Goldspan Dragon,3,Main
20,Tyler Heule,Mono-Red Aggro,7/2/2000,Dragonkin Berserker,2,Main
20,Tyler Heule,Mono-Red Aggro,7/2/2000,Faceless Haven,4,Main
20,Tyler Heule,Mono-Red Aggro,7/2/2000,Castle Embereth,2,Main
20,Tyler Heule,Mono-Red Aggro,7/2/2000, Snow-Covered Mountain,19,Main
20,Tyler Heule,Mono-Red Aggro,7/2/2000,Ox of Agonas,2,Sideboard
20,Tyler Heule,Mono-Red Aggro,7/2/2000,Embereth Paladin,1,Sideboard
20,Tyler Heule,Mono-Red Aggro,7/2/2000,Opportunistic Dragon,1,Sideboard
20,Tyler Heule,Mono-Red Aggro,7/2/2000,Roiling Vortex,4,Sideboard
20,Tyler Heule,Mono-Red Aggro,7/2/2000,Embereth Shieldbreaker,2,Sideboard
20,Tyler Heule,Mono-Red Aggro,7/2/2000,Soul Sear,1,Sideboard
20,Tyler Heule,Mono-Red Aggro,7/2/2000,Redcap Melee,2,Sideboard
20,Tyler Heule,Mono-Red Aggro,7/2/2000,Scorching Dragonfire,2,Sideboard
21,Andrew Baeckstrom,Dimir Rogues,7/2/2000,Ruin Crab,3,Main
21,Andrew Baeckstrom,Dimir Rogues,7/2/2000,Thieves' Guild Enforcer,4,Main
21,Andrew Baeckstrom,Dimir Rogues,7/2/2000,Soaring Thought-Thief,4,Main
21,Andrew Baeckstrom,Dimir Rogues,7/2/2000,Merfolk Windrobber,4,Main
21,Andrew Baeckstrom,Dimir Rogues,7/2/2000,Eliminate,2,Main
21,Andrew Baeckstrom,Dimir Rogues,7/2/2000,Didn't Say Please,2,Main
21,Andrew Baeckstrom,Dimir Rogues,7/2/2000,Mystical Dispute,2,Main
21,Andrew Baeckstrom,Dimir Rogues,7/2/2000,Heartless Act,3,Main
21,Andrew Baeckstrom,Dimir Rogues,7/2/2000,Into the Story,4,Main
21,Andrew Baeckstrom,Dimir Rogues,7/2/2000,Drown in the Loch,4,Main
21,Andrew Baeckstrom,Dimir Rogues,7/2/2000,Of One Mind,2,Main
21,Andrew Baeckstrom,Dimir Rogues,7/2/2000,Agadeem's Awakening,2,Main
21,Andrew Baeckstrom,Dimir Rogues,7/2/2000,Castle Locthwain,1,Main
21,Andrew Baeckstrom,Dimir Rogues,7/2/2000,Zagoth Triome,3,Main
21,Andrew Baeckstrom,Dimir Rogues,7/2/2000,Temple of Deceit,3,Main
21,Andrew Baeckstrom,Dimir Rogues,7/2/2000,Swamp,4,Main
21,Andrew Baeckstrom,Dimir Rogues,7/2/2000,Fabled Passage,4,Main
21,Andrew Baeckstrom,Dimir Rogues,7/2/2000,Clearwater Pathway,4,Main
21,Andrew Baeckstrom,Dimir Rogues,7/2/2000,Island,5,Main
21,Andrew Baeckstrom,Dimir Rogues,7/2/2000,Mystical Dispute,1,Sideboard
21,Andrew Baeckstrom,Dimir Rogues,7/2/2000,Lurrus of the Dream-Den,1,Sideboard
21,Andrew Baeckstrom,Dimir Rogues,7/2/2000,Lullmage's Domination,2,Sideboard
21,Andrew Baeckstrom,Dimir Rogues,7/2/2000,Negate,2,Sideboard
21,Andrew Baeckstrom,Dimir Rogues,7/2/2000,Cling to Dust,2,Sideboard
21,Andrew Baeckstrom,Dimir Rogues,7/2/2000,Crippling Fear,2,Sideboard
21,Andrew Baeckstrom,Dimir Rogues,7/2/2000,Dead Weight,2,Sideboard
21,Andrew Baeckstrom,Dimir Rogues,7/2/2000,Skyclave Shade,3,Sideboard
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,Shark Typhoon,3,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,Clearwater Pathway,4,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,Riverglide Pathway,4,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,Saw It Coming,2,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,Bonecrusher Giant,4,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,"Valki, God of Lies",3,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,Heartless Act,4,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,Temple of Deceit,4,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,Temple of Epiphany,4,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,Swamp,1,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,Brazen Borrower,4,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,Island,2,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,Behold the Multiverse,2,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,Mazemind Tome,3,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,Blightstep Pathway,4,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,Goldspan Dragon,4,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,Shatterskull Smashing,2,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,Negate,2,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,Mountain,1,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,Eliminate,1,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,Erebos's Intervention,1,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,Disdainful Stroke,1,Main
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,Mystical Dispute,3,Sideboard
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,Shadows' Verdict,2,Sideboard
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,Ox of Agonas,2,Sideboard
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,Duress,3,Sideboard
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,Scorching Dragonfire,1,Sideboard
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,"Kroxa, Titan of Death's Hunger",1,Sideboard
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,Erebos's Intervention,1,Sideboard
22,Paulo Henrique Dos Santos Pinto,Grixis Control,7/2/2000,Cinderclasm,2,Sideboard
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Emergent Ultimatum,4,Main
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Omen of the Sea,4,Main
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Wolfwillow Haven,4,Main
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Cultivate,4,Main
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,"Vorinclex, Monstrous Raider",1,Main
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,"Valki, God of Lies",2,Main
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Behold the Multiverse,3,Main
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Alrund's Epiphany,2,Main
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Kiora Bests the Sea God,1,Main
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Barkchannel Pathway,4,Main
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Darkbore Pathway,4,Main
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Clearwater Pathway,4,Main
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Ketria Triome,1,Main
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Zagoth Triome,4,Main
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Fabled Passage,4,Main
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Forest,4,Main
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Swamp,3,Main
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Island,3,Main
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Temple of Mystery,1,Main
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Blightstep Pathway,1,Main
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Binding the Old Gods,4,Main
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Sea Gate Restoration,2,Main
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Jwari Disruption,4,Main
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Heartless Act,3,Main
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Shadows' Verdict,3,Main
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Agonizing Remorse,2,Main
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Mystical Dispute,2,Main
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Negate,2,Main
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,"Yorion, Sky Nomad",1,Sideboard
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Duress,3,Sideboard
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Negate,1,Sideboard
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Cling to Dust,1,Sideboard
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Crippling Fear,1,Sideboard
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Eliminate,1,Sideboard
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Elder Gargaroth,2,Sideboard
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,"Polukranos, Unchained",2,Sideboard
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,"Koma, Cosmos Serpent",1,Sideboard
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Mazemind Tome,1,Sideboard
23,Petros Tziotis,Sultai Ultimatum,7/2/2000,Soul Shatter,1,Sideboard
24,insanity,Mono-White Aggro,7/2/2000,Alseid of Life's Bounty,4,Main
24,insanity,Mono-White Aggro,7/2/2000,Giant Killer,2,Main
24,insanity,Mono-White Aggro,7/2/2000,"Halvar, God of Battle",3,Main
24,insanity,Mono-White Aggro,7/2/2000,Luminarch Aspirant,4,Main
24,insanity,Mono-White Aggro,7/2/2000,Seasoned Hallowblade,4,Main
24,insanity,Mono-White Aggro,7/2/2000,Selfless Savior,4,Main
24,insanity,Mono-White Aggro,7/2/2000,Skyclave Apparition,4,Main
24,insanity,Mono-White Aggro,7/2/2000,Usher of the Fallen,4,Main
24,insanity,Mono-White Aggro,7/2/2000,Maul of the Skyclaves,3,Main
24,insanity,Mono-White Aggro,7/2/2000,Faceless Haven,4,Main
24,insanity,Mono-White Aggro,7/2/2000, Snow-Covered Plains,19,Main
24,insanity,Mono-White Aggro,7/2/2000,"Reidane, God of the Worthy",2,Main
24,insanity,Mono-White Aggro,7/2/2000,Sentinel's Eyes,2,Main
24,insanity,Mono-White Aggro,7/2/2000,Legion Angel,1,Main
24,insanity,Mono-White Aggro,7/2/2000,Drannith Magistrate,3,Sideboard
24,insanity,Mono-White Aggro,7/2/2000,Legion Angel,3,Sideboard
24,insanity,Mono-White Aggro,7/2/2000,Soul-Guide Lantern,2,Sideboard
24,insanity,Mono-White Aggro,7/2/2000,Glass Casket,4,Sideboard
24,insanity,Mono-White Aggro,7/2/2000,"Reidane, God of the Worthy",1,Sideboard
24,insanity,Mono-White Aggro,7/2/2000,Giant Killer,2,Sideboard
25,Bjorn Telgenkamp,Mono-Red Aggro,7/2/2000,Phoenix of Ash,1,Main
25,Bjorn Telgenkamp,Mono-Red Aggro,7/2/2000,Goldspan Dragon,2,Main
25,Bjorn Telgenkamp,Mono-Red Aggro,7/2/2000,"Torbran, Thane of Red Fell",2,Main
25,Bjorn Telgenkamp,Mono-Red Aggro,7/2/2000,Bonecrusher Giant,4,Main
25,Bjorn Telgenkamp,Mono-Red Aggro,7/2/2000,Fireblade Charger,3,Main
